Word,Score
M AW AH V AA T ,0
K IY D IY ER IY ,0
AA R AA DH IH CH ,0
DH EH D OY T OW ,0
S IY AA R AW T ,0
TH ER K T AY T ,0
G ER EH V Y AH ,0
G AA B Z ER N ,0.958
K Y ER V EH L ,0
K EY SH AA N Z ,0
R EY K L AH K ,0
F IY AE M EY Z ,0
D R L HH IY DH ,3.209
W EY M F R OW ,0
N UW G N AW D ,0
R EH S OY N D ,0
IH L OW N AO N ,0
S T IY ER D AW ,0
G AE K R B OY ,0
P L AA D L IY ,0
S W EY S AH B ,0
AE N G R CH UW ,0
W AE SH ER IH N ,0
D R AE T AO N ,0
B R CH OW D AW ,2.18
HH AY M V EY G ,0
AA G IH L AY JH ,2.481
G L D AA F EY ,0
S AY JH AE F OY ,0
B UW S S L JH ,3.679
V EY G OW T AE ,0
TH R AA DH IY ER ,0
G L V EY V EY ,0
EH F N AO R AE ,2.627
L AW AH N AW L ,0
Z EH S CH AA TH ,0
Z AY L AW ER V ,0
IY G EY Z IY ER ,2.109
B AE G OY S AE ,0
F L OY L UH K ,0
M AW L T OW Z ,0
P ER D OW S IY ,0
ER M EH F AE B ,0
W ER F TH IH M ,2.337
B IH DH ER AA V ,0
V AA R B IH CH ,0
AH F UH K EY S ,2.434
AH F Y UW ZH ER ,0
AH P R N OW G ,0
B AH G M EY DH ,0
HH AH P IY JH IY ,0
K AY AH N AY F ,2.459
G EH V AH F EY ,0
B IY EH S IY L ,0
P AY IH K SH ER ,2.885
P L ER IH R S ,0
AO K EY P IH CH ,2.568
P UW D V AH TH ,0
JH UW ER B UH G ,0
B L ER D AA JH ,0
HH AY AE HH IY G ,3.209
K AY K N AW N ,2.459
S AA F OW G AW ,0
ER F IY AH L S ,0
EH K S IH B AW ,0
V IY AE P ER CH ,0
M IH G IY F T ,0
ER T OW T UH L ,0
ER N S L IH R ,0
D AH K UW IH B ,0
AA L EY JH AA S ,0
M IH ZH AH N ER ,0
M AW N D ER K ,0
EH G UW K AA JH ,0
AH G AA T AY S ,0
TH EY L D AA Z ,2.898
P AE G Z EH T ,0
OW TH AA R IH TH ,2.453
N IH R AA F EY ,0
IH R P S ER AH ,0
AA B EY D OW V ,0
B OY IH L AO L ,0
K AE L EH V AY ,0
AE V Y AE V AH ,0
R IH N ER AY F ,0
AO L S OY ER AH ,0
SH UH D W EH M ,2.361
JH AH P AY AH TH ,0
HH AA TH IH M P ,0
HH UH R L F OY ,0
AO R F ER G EY ,0
G AW L IH N T ,0
D AY M IY N D ,0
L EY V Y EH D ,0
S AE N K L T ,0
R EH V R SH IY ,0
B AA N V AA V ,0
IH D OW L K AW ,0
IH N M AE T AH ,2.481
L AY N V ER L ,0
EH B OY T R EY ,0
W ER N AW ER G ,0
Y ER L K EY JH ,0
W AE ER AA R V ,7.414
P L OY T AO L ,0
V AO S P IY N ,0
JH EH B EY ZH AH ,0
AE D AW T R AH ,0
AY S UW B L F ,0
ER L CH EH F AY ,0
W IY ER SH IH Z ,0
G R K IY SH AH ,0
P UW L AO R AH ,0
EH D AH JH AH NG ,0
IH M AE F HH IY ,3.209
L IY B ER B UW ,0
TH EH L IY AA P ,0
EH G Z ER AH NG ,0
W AE CH EY B UW ,2.152
M AH Z EH K UW ,0
IH V AW IY L S ,6.89
HH IH N CH IH F ,0
IH N AY M P AW ,0
B AA Z L UW ER ,0
Y UW B AE Z IY ,0
T AA R SH IY N ,0
L AW ER OY L JH ,0
B AO K OY IH N ,0
EH T IY F AY D ,0
ER JH ER D ER K ,0
AH Z ER F AA S ,2.703
AO L M V IY Z ,0
SH EH P AA L OY ,0
P ER P S L IY ,0
HH AY F AY ER OY ,0
ER EH D EY D AW ,0
F R AA T R JH ,0
ER AE N IY B OY ,0
JH IY P SH AE T ,0
T EH P ER AH SH ,0
F AE K N EY V ,0
B OY AH B D AH ,0
EH N D V AH D ,0
AO R EY D EH K ,0
B IY S IY Z ER ,0
ER S AY D L F ,0
W OW SH EH L OY ,0
ER SH AH NG G ER ,0
HH AE T IH N IY ,0
HH W AA CH AH NG ,0
B AH L EH P AE ,0
AO L Y AA P OW ,0
TH ER CH AA L M ,0
F IH D TH R OY ,5.304
D IH G ER AY T ,0
R EY G AA R OY ,0
IY K L SH EH L ,0
HH AO S ER F OY ,0
ER JH UW F EY CH ,0
HH IY TH IY B AY ,2.343
R IH Z M EH T ,0
AA L EY P IY Z ,0
CH IH Z IY N UW ,0
Y UW B IY AH N ,0
M AY N AH D EY ,0
P ER M OW P T ,0
HH OW B R T UW ,0
W AA R F EH K ,0
T EH B IY AH F ,0
L IY EY N UW ER ,0
ER B R D AY AH ,0
B AY B L AE N ,0
P EY DH IY AH S ,0
K L OW SH IY V ,0
EY JH AO S IH G ,2.109
B IH N ER B AH ,0
F L EY G L F ,0
JH IH B EH K AW ,0
G AE K AE N AH ,0
OW G ER IH TH ER ,2.568
ER UW AA S ER CH ,4.746
ER S AE P ER JH ,0
D R AE B AH P ,0
ER IH K L UW L ,0
S OW B S AO G ,0
G EY M F Y UW ,0
B AY M EY L AE ,0
ER B AA N S AW ,2.552
K IH P AA P EY ,0
ER G IH K IH TH ,0
EY N V AE V IY ,0
S L ER AY D ER ,0
SH AA P AE CH IY ,0
JH EH F Y AH S ,0
AE K W IY EY V ,0
L IY S AO R S ,0
ER AA V ER AA R ,0
ER IH S W EY D ,0
JH EH F EY L IY ,0
W IY B AY F T ,0
V AA G ER AA P ,0
JH AE G IY IH T ,2.154
AY T IY DH IH SH ,0
P R IY JH EH T ,0
F OW L D EY G ,0
ER JH OY ER AA T ,0
OW G R TH IY JH ,2.568
G EY DH AH P ER ,0
M ER IY S T AE ,0
P L G UW T IY ,0
F ER L UH G OW ,0
R IH CH AA V EY ,0
AO R SH AH F AY ,0
D EH B AA K T ,0
D UW G AH K EY ,0
B R S IY B IY ,0
EH N TH AA T OW ,0
M AO L G AE P ,0
JH IH B R V AY ,1.909
V IH K T IH TH ,0
R UW AH L IH L ,0
EH D EH G IY S ,0
IH G AA R OW Z ,0
K L AA HH IH F ,3.209
TH AH N M ER TH ,2.481
F R S F AH SH ,0
S W OW G AH G ,0
DH IY T AY AH V ,0
F AH L TH AA JH ,2.626
ER N AO R EY D ,0
N AA T ER SH EY ,2.152
G IY OW T EH K ,0
AH B IY T EY M ,0
G IH D UH L D ,0
W OW B D AH V ,0
AA G R OW L S ,0
M EY N AA R T ,0
SH EH T M IY F ,0
L UW B AY R AE ,0
D IH N IH V ER ,0
F IH R UW EH SH ,0
IH N K CH AH TH ,0
R AY K T AH P ,0
L IY JH UW V EY ,0
Y EH T IH D OW ,0
D AY AH Z L EY ,0
AE L AA R UW K ,0
AE B UW Y AE NG ,2.301
M AO R K M UW ,2.436
EH R UW F IH TH ,0
F AA P S M OW ,0
AY R AE T M P ,2.321
W EH F AE R UW ,0
V EH N SH ER V ,0
M IY L EH R B ,0
P OW S P AA G ,0
S IY DH EH DH IY ,0
K W AA P L OY ,0
L AA D IY EY D ,0
Z EH M SH AA M ,2.607
ER EY K N EH K ,0
CH AH M AA G IY ,0
HH IH N JH OY L ,0
AO R S K M IY ,0
JH ER EH K EH L ,0
B EY Z D V ER ,4.184
AE G R UW ER L ,0
S N AE CH AH CH ,0
S AO N S AE JH ,0
NG K AA P IY F ,0
AY K R UW D AH ,2.253
TH R B JH UH T ,2.54
K OY AH F AA NG ,0
M AY F AA N IY ,0
IH T OW L G EY ,0
R OY N G AW L ,0
EY Z EH T OY AH ,2.703
S EY S OY D AE ,0
JH IH L SH IY ER ,0
S EY L AE G IY ,0
G EH B N ER K ,2.412
F OY IH F EY Z ,0
M IH L S W EY ,0
S T UW ER AY M ,0
ER EY P AH M OW ,0
S W OW L OY L ,0
DH IY D IH L M ,0
D EH CH IY ER N ,0
IH S IH S AO G ,0
K AO L CH IH DH ,0
TH IY P AO S UW ,0
K UW EH TH IH L ,0
ER M ER K R CH ,0
AA TH EH F EY K ,0
OW N SH AE T ER ,0
G UW EY B AW ER ,0
P R UW M ER JH ,0
IY F OY T R AY ,0
R IY B JH AA F ,0
T IH D V IY P ,0
D OY Z ER SH AE ,0
AY S IY L M IY ,0
IH D R SH AA CH ,0
B L AW R IH JH ,0
ER M AE G IY V ,0
Y AH L IY G UW ,0
EH N Z B AH G ,1.967
M EY Z M B UW ,0
T UH R IH N D ,0
B OW K IY N Z ,0
AY R T R AY K ,2.321
K UW ER TH AH CH ,0
HH OW G IH L F ,0
D OY L EH Z ER ,0
ER B S M OW K ,0
P IY N AW S T ,0
OW N EH B EH V ,0
NG K S AH T UW ,0
B UW ER K EH G ,0
AE S AO N AH M ,0
Y EH N AY K IY ,0
N IH L G OW T ,0
AA B OW N AY Z ,0
EH JH UW G AO K ,0
EH K Y UW IH Z ,0
DH IY B L AA JH ,0
SH AA R OY AE B ,0
AE N SH IY AE V ,0
ER F OW V R N ,0
T UW M F ER OY ,0
V AH K L EY T ,0
HH UW S L IH G ,0
S AY B EH L S ,0
IY F OW G AH SH ,0
T IY P IH S T ,0
EY D M IY JH IY ,2.109
IH N G EY L M ,0
S EY N AW S K ,0
Z IH B AA B AE ,0
G Y AE P Y ER ,0
IH N AY AE D IY ,0
G EH D EY L AW ,0
AE G R OY Z IY ,0
W AH T EH Z ER ,0
N AO G OY AE G ,0
S IH P ER L AW ,0
CH AH F ER L UW ,0
F EY S OY ER K ,0
HH UW IY CH AE CH ,2.699
Y AE S OY K OW ,0
AO S IY SH AH G ,0
S EH T UW EY L ,0
P EH Z L EH SH ,0
G Y EH CH IY G ,0
AA S ER EY IH TH ,2.092
S AY ER S AA K ,0
ER N JH AO D OW ,0
OW F AH CH IY G ,2.429
S IY AA SH AE NG ,0
T ER AA K L V ,0
S W OW M AY T ,0
ER AE K OY ER V ,0
L AA Z AO L IY ,0
L AA TH IY OW M ,0
W AA G N AE R ,0
F IH M P N JH ,2.627
JH UW N K AW T ,0
P AY K AO L T ,0
AO S P UW F IY ,0
SH EH L V OW V ,0
HH EY S ER D ER ,0
Y AE D EY T OW ,0
AE JH OW V AY M ,2.18
F EH Z AA D AW ,0
K R P IY W AE ,2.301
N AH P ER N Z ,0
F IY SH ER IY K ,0
AO B UW L S ER ,2.564
AA G AH D IH CH ,0
AA B D IY EH SH ,0
AH L AE K IY D ,0
D AE T AY T AE ,0
AH K OW M OW M ,0
V EH L S L M ,0
B UH R AO L OW ,0
EH L T R SH AH ,0
AA M AE P AH V ,0
B ER AE P AO N ,0
ER AH TH AH B AE ,0
K AE B R T OW ,0
L AH SH AE DH IY ,0
T IH G R L CH ,0
W AH Z AY T UW ,0
SH UH D M ER L ,0
DH IH V AY K T ,0
IH T EY V AY F ,0
T IH G EY SH ER ,0
G AA SH AA NG K ,0
F EY Z ER L AY ,0
R IY IH P IY Z ,2.154
B R AH L EY T ,0
IH D UW B R D ,0
AH M AO K OW T ,0
M AA CH AH L AY ,0
G AW AH K AA R ,0
IH G EH ZH ER V ,0
AE K AE P ER TH ,0
OW L ER L EH F ,0
IH R S K EY V ,0
V AA JH AO T AE ,0
B AY Z EY K ER ,0
W IH K IY AH JH ,0
W AY AE N IH F ,0
N IH S T IH V ,0
EH JH IH M AO S ,0
R OY L F EH B ,0
B AY ER AE N JH ,0
W IH L V AA S ,0
R IY S P AE T ,0
S OY L EH M P ,0
G AH B L ER G ,0
G IH V IY B ER ,0
AE V R G IH B ,0
P Y EH G AH P ,0
IH L IY P AY S ,0
AH M EY D EY V ,0
ER JH UW B R AH ,0
AH F L K IY K ,0
AH CH ER D UW L ,0
D EH P AY L IY ,0
AA JH IY P EH K ,2.695
K AW N K UW S ,0
B AE F AE TH ER ,0
D ER K N UW L ,0
K AE D V EY L ,0
G W ER AH M P ,0
AE D AO R L F ,0
CH AH N K EY DH ,0
ER B AO K N S ,0
D AA L ER AE JH ,0
L AO L G OY Z ,0
AO S P AY F EY ,0
OW M AO B AH NG ,2.564
F N ER D EY N ,6.094
IH R S IH N CH ,0
G R F R EH K ,0
P IY AA DH EH M ,0
N IY AH W ER OY ,2.423
M AE S AY AE F ,0
SH AH CH EH B OY ,0
EY V R UW AH D ,0
CH AO G N UW Z ,2.069
AO R AE T EH P ,0
IH G AH DH ER T ,0
CH ER TH ER EY CH ,0
S AA SH AE K ER ,0
AE V IH B AW ER ,0
R EH R SH IY M ,0
AH F IH L K S ,0
ER P EH R AE TH ,0
JH IH N TH R T ,0
K EH R T AE DH ,0
S IY T AH M AH ,0
B IH SH AH S IY ,0
M AO S L AA NG ,0
S AA G Z L CH ,0
D AA NG K AA T ,0
K IY V ER G OW ,0
Y ER AH JH IY P ,0
V AA DH R IY G ,0
B AW N F AA R ,0
OW M AE G IH P ,0
ER K M F IY T ,0
N AE M B EY ,0
K AE R D UW ,0
P AA G OW S ,0
P AW L V EY ,0
L IH CH IY ER ,0
OW M IY V AY ,0
S OW T R AW ,0
JH EH TH AA M ,0
P AY D UW F ,0
F L G AO B ,2.564
D UW K L K ,1.742
ER AE Z L ER ,0
D AH G AH CH ,0
ER V AA G EY ,0
S ER SH ER V ,0
W AY K N OY ,0
B UW V IH NG ,0
D EY N EH SH ,0
CH AH N ER D ,0
ER M ER G EY ,0
AA N IY G AH ,0
HH AA R EH B ,0
JH AY M AA P ,2.562
AE NG K IY CH ,0
AE G AW D AW ,0
AH S OW K T ,0
JH UW EH R TH ,0
N AE P IH NG ,0
S ER B ER D ,0
F IY S IH G ,0
T AH G ER IY ,0
D UW IH R D ,0
R AE CH UH K ,0
D AO L M AH ,0
AO T OY G AA ,6.353
AA L T AH JH ,0
AY D L IH K ,0
AE K EY P SH ,7.155
ER EH B AW T ,0
IH T R CH ER ,0
P AA P EH D ,0
B AE M OY N ,2.436
AO L D IY N ,0
ER M IY AA JH ,0
V EY DH EH JH ,0
K UW S L F ,0
AH M IY V ER ,0
L IY K AA JH ,0
B AA K AW N ,0
V AO T ER G ,0
AH P AA B OW ,0
AA N Z EH M ,0
M AY AE M IY ,0
ER M EY Z AH ,0
F AE B IY L ,0
Z IH F R AH ,0
N AA SH AA NG ,0
G L F IY DH ,0
W AH JH AO L ,0
S ER AA M AH ,0
SH AA N TH ER ,0
K OW D F T ,3.448
AY S K L UW ,0
L UW D AO S ,0
JH AH L M OW ,0
T R F AY Z ,0
S EY L V IY ,0
N AW ER N T ,0
K EH Z AA T ,0
R AW S AE DH ,0
R AH B AE F ,0
N IH S OW S ,0
F EY L AO D ,0
HH EH N T IY ,0
B UW D IY P ,0
AE F IH Z IY ,0
OW N IH L IY ,0
AA R L ER CH ,0
AE NG G R TH ,0
F IH CH R G ,5.651
D IH B EH L ,0
V EH M AA D ,0
F AH K IY L ,0
K AW S M P ,0
OW M ER W AE ,2.423
M AH B EY S ,0
AH N OW AH S ,2.092
IH N G UW P ,0
ER AY N EH R ,0
IH N UW S UW ,0
F IY N IY S ,0
Y AE R B AY ,0
W AY B AA SH ,0
V AY D IH N ,0
ER AA S K AH ,0
CH AE G IY CH ,0
N IY S M ER ,0
Z EH T ER TH ,0
L ER TH IY Z ,2.461
Y AE F AE SH ,0
B ER AE N CH ,0
IY N T AE V ,2.139
K AO G AE S ,0
K AO N AY P ,0
AA M AA T OW ,0
AA S R UW F ,2.8
M IY S K S ,0
N IH M T OW ,2.607
R AY F EY L ,0
K EY M AW Z ,0
M EH M S OY ,5.785
ER K EH P T ,0
G AA R OW N ,0
AO R B AY B ,0
HH AH P AA V ,0
Y ER AH K T ,0
K IY G EY OW ,2.092
N OW S M ER ,0
AA N OW N UW ,0
AH K T IH SH ,0
D IY P L F ,0
S AA F IY V ,0
D AE G N OW ,0
F AE T IH F ,0
F IH JH IH N ,0
P R K OY N ,0
HH IH V AH S ,0
G L D OY D ,0
T ER B AH TH ,0
D IY AA DH IY ,0
D AY L IH L ,0
ER AO T IH D ,2.423
ER L AW AH F ,0
JH AA P Y AH ,0
D EH Z EH T ,0
B IH S EY T ,0
AE L AH K OW ,0
T IH B EH G ,0
AE N D IY L ,0
IY M P S ER ,0
AH L CH AA JH ,0
L AY R OY D ,0
TH EH K AH SH ,0
N UW B EY N ,0
K OW M ER JH ,0
SH IH T OW N ,0
HH AE B ER IY ,0
K OW G EH R ,0
HH EY K AA NG ,0
S M ER SH ER ,0
P OY D R CH ,0
D ER D IY N ,0
B EH G M ER ,0
AA N UW K AE ,0
L EH N OY D ,0
CH AA R UW V ,0
TH EH S AY K ,0
N AY N V IY ,0
M EY S M ER ,0
R OW S IY T ,0
N OY L K S ,0
R IH P EH NG ,1.747
B AO D L S ,0
IH L F AH CH ,0
ER K M F EY ,0
HH OW L K EY ,0
W OW V EH D ,0
V AE CH IH G ,0
L AE P IY K ,0
K R L ER CH ,0
AE B L AE ZH ,0
EY V ER AY D ,0
EH B R AW ER ,0
G W AY R K ,0
K EH Z AA SH ,0
AE M IY AE Z ,0
ER L G AA T ,0
G AE T AE SH ,0
IY V R G AW ,0
TH IH M AE T ,0
V ER S AY P ,0
Y AA JH AY N ,2.562
M P AY M P ,3.467
ER JH AE F UW ,2.434
HH EH SH IY SH ,3.086
TH IY F EH CH ,0
B UH R F IY ,0
IH K S IY TH ,2.343
AH P CH IY V ,0
OW B L V AO ,3.635
L OY T AA M ,0
EH P S T UW ,0
AH N D OW N ,0
L OY IH K AW ,0
D ER N IY CH ,0
L AY B AE B ,0
Y AE JH UW M ,0
V EY V AA G ,0
AE S F Y UW ,0
SH EH T UH D ,0
ER AY N IH L ,0
SH AH K OW P ,0
ER S F L CH ,0
D IY AH CH ER ,0
B L V EY D ,0
S P T AE G ,0
CH EH B IH P ,0
B EY L OW K ,0
Y ER SH EH P ,0
W IH L AA NG ,0
W ER V OW S ,0
D R AW N JH ,0
HH AE M ER G ,0
AE G N T IY ,0
P L EY CH AH ,2.854
AA P UH K AW ,0
B EH M B OW ,0
DH EH B R CH ,0
F EH P CH IY ,0
R IY CH EH R ,0
B AA TH N IY ,2.504
AE S OW N Z ,0
IH G IH V AH ,0
K R S AH NG ,0
D OW K AA S ,0
M EY V AA DH ,0
V ER SH IH SH ,0
P AH B R UW ,0
M IH N AA S ,0
T UH R AH M ,0
N AO D AW T ,0
AA R B AE D ,0
D AW ER AY L ,0
D EY P EH S ,0
EY L UW B EY ,0
IH R S EH D ,0
F AH S K AW ,0
DH IY M P AH ,2.064
AA S AA N CH ,0
AA G N UW V ,0
M EY CH ER V ,0
B EH K AO D ,0
Y AA CH AA Z ,0
P AY B ER G ,0
M ER AA N AH ,0
F EH F R IY ,0
B EH P AO N ,0
M EH T ER IY ,0
OW L EH D AW ,0
B OY AH N UW ,0
JH AH V IH ZH ,0
V OW P ER TH ,0
N AH N SH IY ,0
W IY P L S ,0
K EH R AA L ,0
AA S M IH D ,0
HH ER D W OW ,2.361
SH OW P SH AE ,2.18
AH F L UW D ,0
IY M IH G AW ,0
K EH D OW P ,0
S ER AY P AW ,0
AY M EY B OY ,2.321
Y AH M P AE ,0
AE M EH L T ,0
S P AA R M ,0
IH R D R EY ,0
S OY T AH T ,0
K UW ER AA S ,0
P AA R K AE ,0
AE R JH OY N ,0
D EY Z EH CH ,0
L EY V ER ER ,3.306
W IH Z EY N ,0
AO S ER AE D ,0
P UW G EH SH ,0
P UW EY S T ,0
N EH G R N ,0
R IY N IY K ,0
P AE TH R JH ,0
K L ER N UW ,0
G UW M Y UW ,0
R UW M IY G ,0
SH IY T EY CH ,0
JH ER AE R AW ,0
F L G N JH ,0
ER JH UW V ER ,0
S AY L AO T ,0
W ER AH P T ,0
ER AY D AE B ,0
EY L T AA JH ,0
AA B S AA G ,0
AH M ER B AA ,3.635
ER AH Z N IY ,2.163
G IY N UW T ,0
B R D W ER ,2.361
T AE S UW ER ,0
AH CH EH ZH ER ,0
R AH SH EH M ,0
V IY L AA JH ,0
IY F R IY Z ,0
S UW F L F ,0
TH AE R IH NG ,3.101
K AA L CH ER ,0
P EY M AA Z ,0
T UW P EH T ,0
L UW D ER G ,0
G AO N OW P ,0
HH UW B OY K ,0
ER M F EH N ,0
ER EY Z IY T ,0
Z EH B AY V ,0
P L Y AE K ,0
S N JH UW K ,0
L IH F T AH ,0
HH Y UH SH AE ,0
V AA K AA TH ,0
OW N V AY M ,0
V EH P R N ,0
ER IH L AH NG ,0
S OY L IY T ,0
B UH K OY N ,0
AY L SH IY M ,2.321
AE P SH AE V ,0
S EY V OW D ,0
AH K L IH M ,0
L EH P IH SH ,0
S K EH V AE ,3.147
EH R S L AY ,0
V AH G EY K ,0
W IY G IH CH ,0
R IY AH G EY ,0
R AH B AH L ,0
EH F EY D ER ,0
Z EH D L OY ,0
IH T ER IY L ,0
ER EY D AE S ,0
HH AW L K T ,0
B UW K AW R ,0
K ER N OW D ,0
AA G OW P T ,0
G IH DH R OY ,0
K AE K N CH ,0
ER EH V AE M ,0
K OW Z EY G ,0
F IH R IH S ,0
D AE TH ER S ,0
F AH T AY S ,0
EY G EH NG S ,6.417
B UW SH IH JH ,0
T UW B ER AH ,0
AH CH AH L AE ,0
S T W AY F ,0
B IY P L S ,0
B EY JH ER TH ,0
G EY DH EH K ,0
K AH F T UW ,0
IH F IY D ER ,0
S N OW P IY ,0
B R AA L OY ,0
S F EH TH IY ,2.084
D ER AH N ER ,0
AA F AA DH IY ,0
K Y UH SH UW ,2.194
EH S N AE G ,0
DH EH M B OW ,0
K AE D UW N ,0
M ER P T OW ,0
JH IY CH AH V ,0
B UW IH R K ,0
OW V AY B AW ,0
AA B ER V AH ,0
G AH S N OY ,0
B UW D IH L ,0
W AE Z IH V ,0
V EY S K OY ,0
Z AE D IH CH ,2.18
W AY B EY T ,0
D AE SH ER M ,0
K T AY P ER ,3.784
F L IH R CH ,0
TH ER K AH NG ,0
EH P L Y ER ,0
N IH K L M ,0
S EY L OY ER ,0
EY L CH IH G ,0
L AH V ER B ,0
HH AE Z M AH ,0
T R IY AH M ,0
ER EY N EH L ,0
EH N AE B AW ,0
N OY S IY P ,0
OW P IY JH OY ,0
L IH S AA K ,0
ER M ER AA CH ,0
S L AE L AE ,0
AH G EH JH ER ,0
AE R UW S ER ,0
AA P T IY F ,0
G AE L Y AH ,0
ER IH F R G ,2.695
IH K D AA NG ,3.942
HH UW F IY M ,0
AH P AH T AE ,0
L UW ER AA K ,0
W EH L AY F ,0
AA G M EY N ,0
N AO L UW D ,0
ER AE TH IH F ,0
HH UW L AW S ,0
HH AH F Y ER ,0
L EH R SH IY ,0
D OW M OW N ,0
V EH K AH M ,0
G UW T L OY ,2.111
AE V OW L UW ,0
EY N S L D ,0
EH K AH L AW ,0
R AH K EY CH ,0
Y EH S AH JH ,0
HH UW N EH M ,0
T OY L CH ER ,0
ER B AO G AW ,0
B OW IY L AE ,4.977
CH IY AE L IY ,0
P OW TH ER CH ,2.453
S AH TH AA L ,0
T EH D R AE ,0
B UW N AE SH ,0
R AH F OY N ,0
IH G R EH N ,0
EH B AE JH OY ,0
G AW R UH S ,2.54
Y ER T AY P ,0
Z OW S EY D ,2.367
AA S T UW L ,0
B EH P UW G ,0
L AA R M AH ,0
Y AH N AH K ,0
L UH K S IY ,0
SH AE K UW N ,0
L UW D AH G ,0
L AA K AE G ,0
B R L AA T ,0
M OW D EY F ,2.429
S N F AO L ,0
AH T R IH CH ,0
B R L K ER ,0
AY D AY R OY ,0
V OW T AE D ,0
SH AA N UH L ,0
S N ER AY JH ,2.481
DH AE K R T ,3.101
ER F AE JH IY ,0
F ER L IH JH ,0
L AH G G EY ,3.956
AA L AE Z IY ,0
AA M ER L CH ,0
HH AE JH R UW ,2.956
AY S N OY Z ,0
F L AH G AE ,0
L EH DH IY JH ,0
EH F EH L F ,0
IY K AA P AE ,0
T OW T AY ER ,0
AE L UH G EY ,0
HH IH Z EH R ,0
P L S N TH ,0
K IY F Y ER ,0
S AO S IH F ,0
B AE L UH L ,0
HH UW G Z AO ,3.635
S UW V EH P ,0
CH AA K ER AE ,2.806
R IH DH ER K ,0
SH ER D R D ,2.278
HH AH JH AO D ,0
G Y EH G AE ,0
M ER EH G EY ,0
M AO Z AA ZH ,3.937
EH L AY IH TH ,2.885
N AH G AE JH ,0
AA N AY ER M ,0
IH G IY D AH ,0
ER AA G UW S ,0
F EH B AH TH ,0
K EY V IY AH ,0
JH IY ZH AH D ,0
K ER AE G AH ,0
N OY S L F ,0
G UW G L D ,0
F OW G R AH ,0
OW D IH D EY ,2.203
IY V IH R T ,0
R OW K AA NG ,0
B EY K IY S ,0
D ER IH V EY ,0
ER AH JH UH R ,0
AE P ER IY AH ,0
F AY M AY ER ,0
B OW B UW K ,0
N UH R L AW ,0
OW M EH R EY ,0
HH ER TH IH N ,0
S M EH JH ER ,0
S IY T IY M ,0
IH R ER AH S ,2.393
SH IY JH AH S ,0
TH IY K EY L ,0
JH IY T UH L ,0
T AA R AE B ,0
T AO N EY CH ,0
ER IH D EH G ,0
F OY T AA NG ,0
T EH K AH P ,0
Y AA L AE JH ,0
IH NG K AE V ,0
K R G R UW ,0
K ER K L OY ,0
F EH N K AW ,0
AA D V AY P ,0
SH ER K UW V ,2.278
IH G R D AW ,0
S IY G N D ,0
V EY CH ER JH ,0
Y UW SH IY DH ,0
S L G M OW ,0
AE V AE D OW ,0
IY K L F OY ,0
AE T M IY AH ,0
F R G IY L ,0
JH UW P AE DH ,0
F L AA D EY ,0
SH AH N P AW ,2.526
L AW L EH M ,0
IH D R UW M ,0
M Y AH D ER ,0
N AE S ER G ,0
EY M B L EY ,0
AH K L AY L ,0
M EY L AA M ,0
ER T IH P T ,0
T R K AA T ,0
N OY IH DH IY ,0
V AH K T IY ,0
S OW Z M T ,2.607
AA S IH N UW ,0
AA M Z EY L ,3.565
B R OY AE Z ,0
ER K SH IH CH ,0
R EY DH ER T ,0
TH R B JH ER ,0
ER S L F ER ,0
Y AA R OW T ,0
S EH K AA TH ,0
P OW D L AW ,0
B ER V EY V ,0
IH L CH AE T ,0
AE R S EH JH ,0
AO S AE B AH ,0
N UW P ER TH ,0
IH T IH K UW ,0
P AY ER AE N ,0
B L CH ER B ,0
K W IY AO N ,2.277
JH AH DH R IY ,0
S N ER AE TH ,0
EY N OW B ER ,0
AA G IH P UW ,0
IH L F IY M ,0
IH D ER AE R ,0
F EH N T EY ,0
Y AE B AW N ,0
D R K AW L ,0
AA K AE G ,0
D IH L S ,0
AH D AO N ,0
AA G EY T ,0
EH D IH K ,0
S OW B EY ,0
HH IY CH UW ,0
IH D UW L ,0
S ER P UW ,0
B IY AA P ,0
AH K SH AE ,0
AE V R TH ,0
S OY IH S ,0
EH S AA P ,0
AH F AA D ,0
JH UH K IY ,0
B L AA SH ,0
V AY AE T ,0
ER T AH G ,0
K EH K S ,0
S ER AH S ,0
G UW L CH ,0
HH UW S UW ,0
P ER B S ,2.263
ER V AO N ,0
AH K N OY ,0
L AY D IY ,0
AE P IH G ,0
AE S AA NG ,0
G Y ER AE ,2.806
EY N IH S ,0
SH EH G EY ,0
M AA T UW ,0
AA F AE B ,0
AH G N Z ,0
F UW L S ,2.434
ER S F EY ,0
ER SH AE SH ,0
L EH TH IY ,0
EH D AE V ,0
AE T AY L ,0
JH AE R TH ,0
AH S IY B ,2.51
P AA Z AH ,0
R AE N OW ,0
AH L AH P ,0
K Y AE TH ,0
OW B R OY ,0
K R AE B ,0
S L IH S ,0
ER JH AO T ,0
D IY V EY ,0
AE N IY CH ,0
Y AO K S ,0
AO T AE NG ,0
N IY K AW ,0
AO G AA T ,2.568
AO S OY Z ,0
S T EY G ,0
CH IH B OY ,0
Y UW EH R ,0
EH F AA CH ,0
AW R AO F ,5.797
K IY P S ,0
S L Y ER ,0
ER JH AH NG ,0
G AA R CH ,0
N IY EY G ,0
OY S S AH ,6.505
V EH R S ,0
V ER EH N ,0
TH IY K IY ,0
D AY AH JH ,0
AA M EH R ,0
