word,score,length,score_binarized
UH AO ,40.015,2,FALSE
OY EH NG AO ,28.942,4,FALSE
ZH JH AE ,29.169,3,FALSE
IY IH G N IH W OY EH EY ,41.465,9,FALSE
W S UW OY ,16.673,4,FALSE
G TH OY T ,18.583,4,FALSE
D ZH ,38.968,2,FALSE
ER ZH CH ,28.077,3,FALSE
OW AH ,4.411,2,FALSE
V L B EH ,13.497,4,FALSE
CH W L OW ,13.906,4,FALSE
JH W EY AW ,20.369,4,FALSE
ZH ZH G UW SH ,48.541,5,FALSE
ER V AY N OY ,0,5,TRUE
AY JH V AW ZH EY EH ER DH F F IY EY ,56.025,13,FALSE
G V OW ,16.686,3,FALSE
OY K M UW ,7.515,4,FALSE
AY HH ,4.822,2,FALSE
DH ZH ER P ER ,39.604,5,FALSE
B K AY AH AE OY ,42.755,6,FALSE
AY B N DH D ,22.905,5,FALSE
HH AW TH HH ,9.414,4,FALSE
EY Y TH V B CH DH IY B ,57.848,9,FALSE
F ER ,0,2,TRUE
ER K OY IH K K IY T ,3.956,8,FALSE
AY EH K B K ,23.309,5,FALSE
K ZH EY TH IH W L ZH ,49.122,8,FALSE
AE B AW TH L TH ,5.079,6,FALSE
NG HH G G ,23.33,4,FALSE
NG IY JH OY UW IH ,27.706,6,FALSE
AW AW R NG B ,31.821,5,FALSE
B SH V JH D ,50.661,5,FALSE
EH IH NG ,14.668,3,FALSE
CH AY B SH ,14.964,4,FALSE
CH EH OW P ER IY JH EY ,12.845,8,FALSE
TH AH Y AW S CH N ,23.948,7,FALSE
UH EH AY Z AY K K Y AE ,48.316,9,FALSE
IY M HH AH HH T ,13.381,6,FALSE
D EY P IY OW EH T ,4.977,7,FALSE
JH HH R AO ,23.705,4,FALSE
F V AH DH NG P ,24.727,6,FALSE
ER HH UH HH Y Z IH F ,18.226,8,FALSE
IY JH SH AE AO AE AY TH ,52.388,8,FALSE
T Y JH F AH ,19.046,5,FALSE
HH N D SH AY V R AH ,16.525,8,FALSE
NG R AH AE TH UH ,32.982,6,FALSE
TH S AY V EH K JH ,28.311,7,FALSE
M S AE V TH ,23.32,5,FALSE
AO M L F IH ,16.653,5,FALSE
AY Z T G R S D S ZH T HH ,50.942,11,FALSE
V S S K TH NG ,43.001,6,FALSE
OY B B ,21.397,3,FALSE
W NG CH B ,35.08,4,FALSE
IY AH Z ,9.466,3,FALSE
N AY B ER AY ,2.567,5,FALSE
Y AE D TH ,7.567,4,FALSE
ER L B AW N NG ,11.983,6,FALSE
T V D SH AW ,37.5,5,FALSE
NG Z EY OW G HH AA ,25.761,7,FALSE
HH CH AE AA G W HH CH L ,47.192,9,FALSE
M P NG D OY ,19.363,5,FALSE
AW SH R JH W ER OY IH ,24.559,8,FALSE
ER NG IY Z K ,12.961,5,FALSE
M EY Z T G ,20.092,5,FALSE
G Z IH R P ,16.97,5,FALSE
UW EH IH M AH T ,27.388,6,FALSE
T UH W EH B IH AO ,28.05,7,FALSE
Y N D EY ,7.625,4,FALSE
S T B CH Z G IH DH ,31.495,8,FALSE
B W S CH AA ,17.81,5,FALSE
ER AY Y JH EH ,19.023,5,FALSE
ER CH AO EY G B IH L ,13.886,8,FALSE
T D DH EY AE ,47.402,5,FALSE
JH F AY Y Y ,33.407,5,FALSE
AW CH S UW AY ,27.149,5,FALSE
N ER S AA W HH ER ER ,19.464,8,FALSE
R OY AH Y CH ,14.957,5,FALSE
ER F UW AW TH Y UW ,17.13,7,FALSE
OY TH DH UH CH ER HH K ,40.762,8,FALSE
V AY OW OY V AO ,19.849,6,FALSE
TH UH V ,9.756,3,FALSE
Z SH AH OW V ER ,34.841,6,FALSE
L B AW V ,15.443,4,FALSE
Y AY Y G ,14.179,4,FALSE
N IY NG L R AH ,15.735,6,FALSE
AO M N ZH W ,23.964,5,FALSE
OY W OW ER M IH NG OW AE EY F ,42.106,11,FALSE
ER S SH UH D M ,11.893,6,FALSE
W S P R ,14.941,4,FALSE
G P G Z Y G ,30.774,6,FALSE
NG S OY ,11.159,3,FALSE
Y P NG AY Z HH Z ,45.805,7,FALSE
AH AO AE AE EY ,48.586,5,FALSE
G AA T IY EY EY N JH ,4.996,8,FALSE
Y EY SH K AO ER T ,13.787,7,FALSE
G G HH W AW NG ,28.084,6,FALSE
R G ,8.387,2,FALSE
AH W F V UH B ,25.016,6,FALSE
EY AE Z AA ,12.248,4,FALSE
W ZH D DH B HH UH D ,49.549,8,FALSE
IH EH AO AH AH NG ,45.77,6,FALSE
UH ER ER ZH ,28.281,4,FALSE
EY AO UW NG UH ,49.174,5,FALSE
CH Y NG ,15.907,3,FALSE
ER M AW DH ,2.453,4,TRUE
EH D UW ,0,3,TRUE
Y K L L EY CH ,8.075,6,FALSE
M ER EH AE D ,10.777,5,FALSE
N HH IY IY ,17.399,4,FALSE
ZH M AA EH G K ,28.976,6,FALSE
IH W V ,13.823,3,FALSE
HH B W V ,20.449,4,FALSE
UW AE UH UW AH HH IH G T CH ,75.605,10,FALSE
UW M OY AW CH OW K ,25.386,7,FALSE
OW N UH JH EH AO ,18.491,6,FALSE
EH G ZH CH V ,41.028,5,FALSE
R Y SH AY ,16.367,4,FALSE
F R ,7.316,2,FALSE
EY ER ,5.098,2,FALSE
DH TH L ,37.559,3,FALSE
ER B F K ,6.747,4,FALSE
ZH AO R N NG ,17.1,5,FALSE
F ER OY ,0,3,TRUE
DH ZH EH F DH NG ,65.405,6,FALSE
Y R G ,7.787,3,FALSE
TH UH IY D ,17.277,4,FALSE
R F UW ER AA ,11.102,5,FALSE
HH OY ,0,2,TRUE
Z HH EY DH ,11.777,4,FALSE
AA HH UW TH L EH OW ,13.501,7,FALSE
AE AH EH EH ,42.254,4,FALSE
B Z R AY OW ,24.444,5,FALSE
EH JH AO ,6.489,3,FALSE
AA AO ZH DH ZH ,66.057,5,FALSE
OY S AW EH AO Y B AH ,30.357,8,FALSE
W W IH M F TH M AW ,15.116,8,FALSE
CH UW R K L ,11.114,5,FALSE
T T JH SH ,48.151,4,FALSE
AO CH AW OW R ,29.115,5,FALSE
OW AH NG B T S AO ,16.585,7,FALSE
ER W ,7.32,2,FALSE
AE L AA W EH UH ,29.88,6,FALSE
AW AE L Z UH ,23.467,5,FALSE
IH JH AW EH TH UW ,12.005,6,FALSE
IH AE AH B SH EH ,27.065,6,FALSE
AY R T ,2.321,3,TRUE
DH SH TH W EY EY ,60.982,6,FALSE
HH HH JH CH EY ,42.535,5,FALSE
B UW V EY CH T ,10.614,6,FALSE
L JH ER ,11.886,3,FALSE
TH T TH ,14.804,3,FALSE
R ER Y SH ,19.685,4,FALSE
L Z AE T M SH L SH ,33.881,8,FALSE
T K JH K R W B ,34.981,7,FALSE
UW R B UW IH AA CH N ZH NG CH D AW ,46.948,13,FALSE
S AH UH M Y ZH AW ,41.967,7,FALSE
AH AY JH NG AY ,28.784,5,FALSE
R B TH W EY ,11.218,5,FALSE
TH JH P ,33.837,3,FALSE
ZH UH UH IH ,49.628,4,FALSE
CH HH ,15.389,2,FALSE
T F K ,16.729,3,FALSE
T G ER AA P G L AW L ,26.299,9,FALSE
N NG OW L ,13.971,4,FALSE
Y G IH IH ,24.434,4,FALSE
Z AO Z T AW G SH ,31.719,7,FALSE
AH OW EY B V F ,30.196,6,FALSE
OW AH V OW ,6.909,4,FALSE
AH JH S ,12.426,3,FALSE
UH AY OW AE ,33.795,4,FALSE
AE R V ER ,1.909,4,TRUE
ER HH F AH ,9.079,4,FALSE
OY W SH Y ,33.892,4,FALSE
AY AA AA NG ,10.281,4,FALSE
NG TH NG K AE EH ,31.952,6,FALSE
AY JH JH L OW G ,25.121,6,FALSE
JH Z OY ,37.023,3,FALSE
DH T G ,39.878,3,FALSE
ZH D OY D TH IY UW ,34.167,7,FALSE
OY AW S ER ,17.423,4,FALSE
R B IY L ,5.692,4,FALSE
AH UW Z N Y W ,30.044,6,FALSE
D AH DH Z V ,27.833,5,FALSE
Z V OW ,14.168,3,FALSE
P NG HH ER ,22.03,4,FALSE
SH D V M S AA ,26.014,6,FALSE
IY M G OW ,4.981,4,FALSE
HH P B T ,18.694,4,FALSE
UH V TH G DH IH NG ,40.219,7,FALSE
P EY SH DH L AE OW W ER ,37.032,9,FALSE
IY S TH ,6.045,3,FALSE
JH CH Y AH M ,32.321,5,FALSE
NG P NG L AH G ,23.367,6,FALSE
JH M N S NG AY ,26.827,6,FALSE
OY AE Y S ZH JH ,56.062,6,FALSE
JH AY IY AY ,20.66,4,FALSE
K AY ,2.459,2,TRUE
DH UH N AE V TH TH Y AY ,42.715,9,FALSE
AH NG OY R S AA ,11.613,6,FALSE
IY OW SH ,7.373,3,FALSE
G OY AE OW G ,8.07,5,FALSE
S CH EY Y S D F ,33.536,7,FALSE
IY T UH P Z Z ,25.117,6,FALSE
ER EY IH G UW ,2.092,5,TRUE
JH B UH T AH DH ,24.339,6,FALSE
W SH AA W OY ER EH IH B UH UH M ,54.74,12,FALSE
IY R IH V AH W ,9.737,6,FALSE
DH ER CH AO R AE ,5.398,6,FALSE
K NG OY TH M K B UW Z UW ,37.582,10,FALSE
W AY T S ,2.381,4,TRUE
OY AE ,18.554,2,FALSE
K Y P T ER JH ,5.335,6,FALSE
Y OY OW M P EH ,17.791,6,FALSE
IH TH UH JH DH JH ER S B ,46.332,9,FALSE
AH CH S AE N V OW S Z ,18.101,9,FALSE
UW UH ,28.576,2,FALSE
S S ,8.468,2,FALSE
M CH T DH W AE ER NG JH L D ,62.227,11,FALSE
UW T F EH ,17.43,4,FALSE
AE JH ER AA L ,0,5,TRUE
AY IH K AO EH Y JH DH K P ,58.642,10,FALSE
D G S W ,27.242,4,FALSE
OW EY T ,4.977,3,FALSE
OY EY TH W AW ,25.949,5,FALSE
M AA OW OY OY F ,31.718,6,FALSE
EH IH EH ,35.343,3,FALSE
NG P IH SH ,4.977,4,FALSE
SH Z ,29.693,2,FALSE
Y P UH IH CH ER ,17.125,6,FALSE
SH CH ER M UW ,11.154,5,FALSE
IH UH AY IH IY ,47.099,5,FALSE
UW ZH R ,22.715,3,FALSE
T OW Y P HH EH ,19.813,6,FALSE
K UW ,0,2,TRUE
G IH L AW TH AW ,7.33,6,FALSE
D M ,20.484,2,FALSE
NG TH M P N ,16.399,5,FALSE
AY NG B ,16.155,3,FALSE
Y P G ,16.945,3,FALSE
OW CH ,7.188,2,FALSE
Z ER EY AA ,9.877,4,FALSE
K TH T IH ,20.118,4,FALSE
Y T AA CH P ,20.511,5,FALSE
AE CH K IY ER ,10.215,5,FALSE
AY P Z EH ,15.322,4,FALSE
UH AW JH W ,44.505,4,FALSE
OY EY AH K P IY ,25.238,6,FALSE
L R G DH AO UH OW M ,59.026,8,FALSE
Z T ER ,12.402,3,FALSE
F N UH AW L JH OW ,30.279,7,FALSE
UH Z UH DH Z ,42.238,5,FALSE
AH W CH UW ,12.165,4,FALSE
AA TH ZH D UW HH ,31.543,6,FALSE
Z V TH EH ,27.99,4,FALSE
SH Y UH ER AH ,12.14,5,FALSE
R AA P ,0,3,TRUE
IH AA N AA OW N AH R ,24.173,8,FALSE
CH W EH OY R IY T ,27.425,7,FALSE
D UH T G OW TH ,12.734,6,FALSE
AW JH TH AW IY ,26.875,5,FALSE
AE Y Z R DH UW ,27.76,6,FALSE
AE B F ER AY D AY ,6.488,7,FALSE
Y IH R CH DH ,21.789,5,FALSE
L UW JH F K JH ,22.855,6,FALSE
AO CH NG AW R W ,28.753,6,FALSE
K Y F EY ,5.335,4,FALSE
IH ER IH V ,10.324,4,FALSE
CH AW NG W SH EY ,29.93,6,FALSE
N R OY AA T ,9.702,5,FALSE
SH SH F ,24.595,3,FALSE
AO L NG IY TH UW ,15.273,6,FALSE
K R AY F ,0,4,TRUE
V IH IH ZH Y ,27.017,5,FALSE
DH IY B F HH V EH L B S ,19.868,10,FALSE
NG JH SH Z ,44.815,4,FALSE
HH L UW Z ,6.963,4,FALSE
EY ZH TH AY CH W ER AO ,32.877,8,FALSE
N G AW CH ,10.667,4,FALSE
S OW HH NG M ,21.548,5,FALSE
M T L HH AO F ,15.915,6,FALSE
R AE F DH ZH AH ,28.944,6,FALSE
IY EH HH OW HH F N ,25.219,7,FALSE
DH AH AH AO R AW ,25.081,6,FALSE
ER R SH ,8.87,3,FALSE
EH AA G W CH T ,27.756,6,FALSE
L B ,11.076,2,FALSE
TH G AA OW UH SH OW TH G N ,61.341,10,FALSE
EH D ,0,2,TRUE
AY D UH W UW P JH ,24.792,7,FALSE
AO AY OW ,18.84,3,FALSE
V F DH M ,36.769,4,FALSE
AE ZH UH Z ,8.289,4,FALSE
NG Y P Z IY ,13.167,5,FALSE
ER L K EH IY P NG OY G NG M F ,47.317,12,FALSE
F L L B V ,17.595,5,FALSE
Y D DH N V S ,40.257,6,FALSE
OY D AE ,4.764,3,FALSE
F AE L AW W L G UW OW AO T OW T Y ,38.17,14,FALSE
M TH UW W HH AY EH ,39.388,7,FALSE
AH N N F ,7.145,4,FALSE
AW EH V AW EY V M Z ,24.279,8,FALSE
Z DH UW AE ,39.015,4,FALSE
AY K EH ,7.082,3,FALSE
AE W OY ,9.385,3,FALSE
JH JH F ZH NG OY ,58.711,6,FALSE
L F DH AH ,20.904,4,FALSE
S SH T ,16.213,3,FALSE
R EY D AO N SH ,2.646,6,FALSE
W TH IY UH ,20.658,4,FALSE
B UW AY ,12.407,3,FALSE
OY UW Y SH M HH M AE OW P ,50.669,10,FALSE
IH NG ZH L ,23.492,4,FALSE
M IH R K DH ,12.698,5,FALSE
AE M JH AH N ZH K V ZH ,51.656,9,FALSE
G EH ,4.829,2,FALSE
SH IY JH AH HH M ,10.129,6,FALSE
R G JH ,16.497,3,FALSE
HH T L ,17.178,3,FALSE
AE S OW M DH ,11.279,5,FALSE
S EY AO CH ZH G IH ,37.663,7,FALSE
W S OY W EY ZH ZH ,49.04,7,FALSE
AA IY Z EY M NG ,22.671,6,FALSE
Z Y AH Z ,9.133,4,FALSE
P Z OW IH ,34.347,4,FALSE
TH N ZH W EY ,16.971,5,FALSE
K HH UH DH W ,27.979,5,FALSE
S HH TH F AH HH ,22.553,6,FALSE
W AY ER F ,2.413,4,TRUE
K K AW HH S UW ,23.204,6,FALSE
V S SH CH ,40.44,4,FALSE
S AW ZH ZH ,38.997,4,FALSE
AE EH NG T N ,22.263,5,FALSE
F G K UW ,24.323,4,FALSE
S F EH ,8.977,3,FALSE
DH UW B ,7.529,3,FALSE
T AE B OW IY SH Y ,16.866,7,FALSE
AE HH N ,15.017,3,FALSE
N K IH B R AW ,5.033,6,FALSE
HH AO OW ,14.428,3,FALSE
AY B ,2.283,2,TRUE
V B TH OW ,23.731,4,FALSE
G T D R F OY F Z R ,49.029,9,FALSE
Y L N OY JH EY V ,16.408,7,FALSE
IY T ER OY ZH Z AY ,28.628,7,FALSE
S N ,4.845,2,FALSE
P R DH HH AA V SH ,38.572,7,FALSE
SH AA UH D IY ,17.272,5,FALSE
SH EH AE AA JH CH ,39.115,6,FALSE
D S D OW Y UW ,27.822,6,FALSE
EH AH AA ER JH IH ,32.652,6,FALSE
G OW K ,0,3,TRUE
W HH IH D UW ER IY ,8.544,7,FALSE
AA AY ,12.933,2,FALSE
CH AH DH ,3.387,3,FALSE
G UW F ,0,3,TRUE
Z D EH W F ,28.187,5,FALSE
Y UW ,0,2,TRUE
M CH W UH AE NG IY AO IY S CH SH IH ,60.928,13,FALSE
OW HH ZH B AO ,30.104,5,FALSE
D G UH ,27.103,3,FALSE
ZH R TH ,7.038,3,FALSE
ER D ZH T V ,33.315,5,FALSE
V T UH F ,20.537,4,FALSE
NG S SH AH ,11.66,4,FALSE
L NG UW ,17.551,3,FALSE
D SH ,31.215,2,FALSE
SH NG JH UW G ,11.593,5,FALSE
IY AH B AO AY OW ,20.633,6,FALSE
AO Y AA ,10.268,3,FALSE
AO AH ,17.15,2,FALSE
IH JH AW V SH AE AW ,44.038,7,FALSE
UH AW ,35.046,2,FALSE
D TH AH Z ,23.045,4,FALSE
IH G ER M L AE AH K ,8.529,8,FALSE
HH W AW K ,6.446,4,FALSE
IH K ER ,0,3,TRUE
AW G N G SH Y ER AE OW T TH ,35.691,11,FALSE
EH G P ,11.261,3,FALSE
ZH N AE ,19.734,3,FALSE
AY OY ER F DH ,21.418,5,FALSE
W Z JH OW ,24.414,4,FALSE
Y W N SH NG ,22.673,5,FALSE
SH NG AY ,16.85,3,FALSE
TH TH ,15.71,2,FALSE
EH ER Z ,15.029,3,FALSE
AH R DH L R AE ,13.022,6,FALSE
OY ZH AW CH ,23.413,4,FALSE
W UH AH ,16.895,3,FALSE
CH IY AY AO G ,11.944,5,FALSE
AY W L UW ,17.286,4,FALSE
AE F S L V ,6.243,5,FALSE
CH ZH M SH ,39.879,4,FALSE
UW Y JH ,20.116,3,FALSE
T IY M ER S D HH ,10.226,7,FALSE
M IY ER EH DH ,3.387,5,FALSE
SH B D AY ,15.832,4,FALSE
N OW ER P AA UW ,19.233,6,FALSE
TH TH UH AO IY M JH NG ,67.892,8,FALSE
ZH K V G ,33.207,4,FALSE
OY M TH B ER CH IH ,35.344,7,FALSE
IH CH AW Z AO ,10.43,5,FALSE
ER AA AE M T N ER V AH ,12.062,9,FALSE
HH B IH ,18.401,3,FALSE
DH W ER JH Z Y ,31.316,6,FALSE
CH K D G N ,25.767,5,FALSE
M P Y ,8.364,3,FALSE
AA G W HH ,8.544,4,FALSE
AW NG AE IY CH EH T ,23.854,7,FALSE
D L AE ZH ,6.737,4,FALSE
OY N JH EY UW IY EH OW ,30.731,8,FALSE
IH P P ,11.353,3,FALSE
JH Y T F R ,26.685,5,FALSE
NG F AH TH NG ,18.197,5,FALSE
EY V L T AO ,6.076,5,FALSE
G V JH S ER EY OY B ,49.176,8,FALSE
NG AO UH L AH Z ,30.396,6,FALSE
L UW UW EH F AW ZH EH EH JH ,30.595,10,FALSE
EY UH Z IH ,22.714,4,FALSE
UW DH V Z IH HH L ,47.389,7,FALSE
W S NG HH N ,25.58,5,FALSE
W CH G TH K Y ,39.09,6,FALSE
ZH F AW ,16.974,3,FALSE
NG F CH S N N ,24.549,6,FALSE
AO ER CH AW N ,14.847,5,FALSE
Z AY NG R AE R AE ,12.187,7,FALSE
AO OW F CH ,27.567,4,FALSE
EY IH K ,6.926,3,FALSE
Y ER IH W ,11.432,4,FALSE
EY AH ,5.868,2,FALSE
JH T DH ,31.205,3,FALSE
P OY AY AH IY DH DH AE ,41.125,8,FALSE
G EH CH ,0,3,TRUE
UH B G UH IY AH ,31.593,6,FALSE
W S T S N ZH ,14.166,6,FALSE
F AA S EY EH Y IY AW ,25.384,8,FALSE
W NG B ER SH IY AH ,19.27,7,FALSE
DH IH F ,0,3,TRUE
CH N NG ,20.58,3,FALSE
Z F IH S T ,10.157,5,FALSE
Z NG EY ZH AA DH B NG M ,42.314,9,FALSE
T EH AW Z M ,21.75,5,FALSE
OY OY D ,13.743,3,FALSE
AA ZH F ,26.383,3,FALSE
M EY OW T UH HH ,7.358,6,FALSE
G B Y AO UW L ZH OW ,45.416,8,FALSE
B L ZH N AA UW R DH Y ,47.13,9,FALSE
K UW Y CH OY ,13.35,5,FALSE
R AW B AO ER V K AO B ,25.2,9,FALSE
OW ER G NG HH AE UH ,35.018,7,FALSE
N P M AO D EH ,16.736,6,FALSE
Z AA AW CH EH AY ,39.95,6,FALSE
S N B OY UW ,18.172,5,FALSE
EY S DH NG F EH B OW ZH T ,35.399,10,FALSE
P Y HH IH ,15.527,4,FALSE
SH OW OY OY K ,18.104,5,FALSE
UH Z Z AO ,26.914,4,FALSE
OY JH HH OW ,18.3,4,FALSE
Y L EH CH W K ,16.567,6,FALSE
NG M AW ZH Z F JH B T IH ,59.728,10,FALSE
L N W ER TH NG Y ,26.223,7,FALSE
TH D B K M ,35.867,5,FALSE
TH OW UW B B UW TH ,24.524,7,FALSE
AH V IH CH ,0,4,TRUE
CH D ,22.804,2,FALSE
G AH S IH L B OY ,2.526,7,TRUE
ZH W EY Z L AE TH ,10.198,7,FALSE
IH V JH F D DH NG ,40.736,7,FALSE
AE UH ER ZH CH AY AY ,49.152,7,FALSE
P OY D ,0,3,TRUE
EY ZH Z ER ,22.175,4,FALSE
T TH L K ZH NG ,34.452,6,FALSE
W F Y IY Y P ,21.102,6,FALSE
IY Z Z HH W ,24.064,5,FALSE
B V DH ZH ,56.826,4,FALSE
ER DH M IH IH EH IH ,43.829,7,FALSE
CH L CH AO Y ,21.257,5,FALSE
V UH EY ,20.426,3,FALSE
DH F TH Y IH ,39.743,5,FALSE
ER F ER M P ,0,5,TRUE
OW W L EY SH AW V ,23.527,7,FALSE
AW DH EH B IY AE P ,10.592,7,FALSE
T P CH OY AW V SH N DH ,62.045,9,FALSE
NG HH V N IY ,20.406,5,FALSE
ZH TH SH Z W V SH ZH ,104.173,8,FALSE
AE L TH ER ,2.626,4,FALSE
AO EH L OY OY Y K ,32.163,7,FALSE
L NG AH UW AO B L ER ER T ,42.12,10,FALSE
IY EH EH EH AA F M EH ,48.726,8,FALSE
UW K EH AW T HH ,28.363,6,FALSE
AY HH CH V OY AW EY IH ZH M G ,53.511,11,FALSE
V ZH M ,45.254,3,FALSE
V AE R ,0,3,TRUE
AY S HH HH B ,21.337,5,FALSE
AH UH ,23.55,2,FALSE
G AO L ,0,3,TRUE
AA IH NG M TH ,26.849,5,FALSE
ER IH R G AO AH OY UW OW ,40.752,9,FALSE
V ER D AO L W AA ,6.527,7,FALSE
JH TH AA NG AH NG M ,35.142,7,FALSE
D ER OW JH K IH ,19.181,6,FALSE
OY OW UH UW V ,53.996,5,FALSE
W M P V ,22.507,4,FALSE
ER Z AW DH ,9.649,4,FALSE
NG IY HH Y ,12.193,4,FALSE
ZH AO SH ER UW ,12.07,5,FALSE
AY AY OW IH AA EH SH NG S ,40.768,9,FALSE
ZH OW CH NG ,20.51,4,FALSE
ZH IY AW ,18.525,3,FALSE
F EH OW ,7.839,3,FALSE
UH AH AH K S AE ,37.262,6,FALSE
EH TH M DH R ,20.067,5,FALSE
R W W S AY Z T ER K L ,31.55,10,FALSE
OY SH OW R ER F Z ,36.056,7,FALSE
DH AW W TH SH JH AY ,49.005,7,FALSE
SH OY ZH ,11.077,3,FALSE
EH JH B W UW EH AO P Y ,33.169,9,FALSE
Y T S B TH ,19.36,5,FALSE
M TH ER ER L ,15.874,5,FALSE
EY HH P ,7.015,3,FALSE
OW NG G ER AO ,12.233,5,FALSE
G AA IH IY TH AW DH T ,49.016,8,FALSE
HH CH M ,18.676,3,FALSE
AE AH W AH D ,8.212,5,FALSE
OW V AA K EY F ,2.429,6,TRUE
UW L IY K F EY D ,13.653,7,FALSE
TH ZH W Y TH V G S D M ,83.221,10,FALSE
K CH EH OW JH AA ,21.608,6,FALSE
IY AY AY L ,17.239,4,FALSE
V W TH K ,22.396,4,FALSE
DH AW SH IY UH ,16.271,5,FALSE
IY Y SH ,21.169,3,FALSE
AA B ,0,2,TRUE
F AH P ER ,0,4,TRUE
L TH EY EH ,31.555,4,FALSE
OY IY OY ZH ER ,28.793,5,FALSE
Y UW S AO S OW ,0,6,TRUE
N TH JH T OY S OW AO EH UW L AA ,67.969,12,FALSE
OY EY T DH AW ,31.904,5,FALSE
G Z P N AH ,21.804,5,FALSE
AO G L EH P ,2.568,5,FALSE
DH AA JH P ,22.588,4,FALSE
TH N F EY ,7.537,4,FALSE
B AO P AE ,2.564,4,FALSE
OY ZH G AY ER AO CH B NG N ,61.157,10,FALSE
DH TH P JH R M AW UH ,63.613,8,FALSE
V W AH S ,4.808,4,FALSE
OY Z B B ,19.163,4,FALSE
AW JH P AO ,20.285,4,FALSE
AW TH Z EH S DH ,31.507,6,FALSE
D Y OY G ,11.887,4,FALSE
K TH AW ,13.082,3,FALSE
ER SH AY IY K ,5.447,5,FALSE
V K ,21.673,2,FALSE
N AO EY ,15.286,3,FALSE
IY ER DH ,9.608,3,FALSE
N S SH OW T F ,24.17,6,FALSE
ZH D CH AA ZH ,33.384,5,FALSE
HH W OY ,2.436,3,TRUE
HH OY AY P ,4.534,4,FALSE
Z F S AA ,20.035,4,FALSE
DH DH F ,56.996,3,FALSE
EY M P P JH ,18.407,5,FALSE
V F ZH T TH F R V S AH V ,67.108,11,FALSE
OW Y B ,9.846,3,FALSE
EH B P ,10.433,3,FALSE
B EH D K AA W AY UW R ,16.18,9,FALSE
G IH JH SH JH M T Y HH B ,56.464,10,FALSE
IH Y UH AH AE AO ,48.291,6,FALSE
EY OY TH ZH OY N ,38.248,6,FALSE
AE L D IH AH UH ,31.119,6,FALSE
AY AH NG F EH ,14.191,5,FALSE
ER N K AO ,3.635,4,FALSE
AE UW G NG AW L AE UW SH T AY ,50.381,11,FALSE
B DH CH P S OY UH EY ,73.621,8,FALSE
CH W CH AE T T DH ,34.693,7,FALSE
G EY L Y F ,7.748,5,FALSE
G AE N ,0,3,TRUE
AY CH T Y AO Y AO IY ,34.812,8,FALSE
ER OY G ,2.718,3,FALSE
DH M DH N Z DH AH Z B Z ,45.299,10,FALSE
SH AY AA P ER CH IH SH ,5.106,8,FALSE
OY K P Z Z F K AH OW DH ,42.852,10,FALSE
N NG IH ,19.041,3,FALSE
UW B UW AA AW OY UH S ,47.991,8,FALSE
L G CH M B OW SH TH ,29.301,8,FALSE
AH OY ,15.814,2,FALSE
F AY JH CH B ,34.939,5,FALSE
W AY AO OW SH CH ,26.972,6,FALSE
Z K ,8.747,2,FALSE
EY W Z F ,26.584,4,FALSE
OW Y EH S M W ,15.158,6,FALSE
AA OW ,11.822,2,FALSE
G N AA T ,5.533,4,FALSE
P W TH ,13.774,3,FALSE
Z EH TH AA AH EH M TH F L ,36.251,10,FALSE
B IH DH V W OW Z NG ,19.841,8,FALSE
M CH Y IY ,22.893,4,FALSE
UW AE P EH SH L Y ,30.443,7,FALSE
G N ,12.641,2,FALSE
G HH N ,25.917,3,FALSE
Z NG Y P M M SH Y EH V ,32.241,10,FALSE
SH AA S ,0,3,TRUE
F IY IY V ,4.853,4,FALSE
ER DH SH W IH JH AE W OY ,36.13,9,FALSE
Y AY Y JH OY AA ,23.469,6,FALSE
W TH T W F UH ,28.566,6,FALSE
G OY ER AO D SH TH ,20.425,7,FALSE
JH Z K R IH AW P B ZH ,76.249,9,FALSE
Z Y L AH ,13.371,4,FALSE
M AE CH D L B EY ,17.026,7,FALSE
NG AH AE L ,14.864,4,FALSE
IY D K Z EH V ,8.171,6,FALSE
JH UH G B V ,15.393,5,FALSE
JH TH IH R UW CH ,21.577,6,FALSE
ER EY T TH Y ,13.987,5,FALSE
M OW SH EH B AY ,0,6,TRUE
UW AH K S V ,29.148,5,FALSE
M M V IY EH CH ,5.948,6,FALSE
DH UW NG TH EY OY ,29.022,6,FALSE
F T B UW AH ,19.089,5,FALSE
V P ,20.059,2,FALSE
EH ER D AE ,9.516,4,FALSE
L ER ,2.461,2,TRUE
TH HH OY T OY AY D ,17.286,7,FALSE
AO B ZH ER ,5.937,4,FALSE
D R AW ,0,3,TRUE
F JH K UH ,30.721,4,FALSE
L Y TH ,10.086,3,FALSE
IY EY N OW ,7.523,4,FALSE
UW IH V S ER L AH Y ,40.949,8,FALSE
AA TH SH P V ,30.041,5,FALSE
G OY ,0,2,TRUE
W EH K S JH HH AW IH ,24.706,8,FALSE
AA G EH AW IY ZH S L CH ,37.681,9,FALSE
SH UH UH T ,24.769,4,FALSE
G T B ,28.915,3,FALSE
OY AH G ,12.896,3,FALSE
P TH L M L ,20.333,5,FALSE
B OW IH JH G ZH EY G EH W EY ,27.368,11,FALSE
ZH F K N ZH ,22.137,5,FALSE
OW NG EY ,13.34,3,FALSE
D AO UH Y CH ,32.47,5,FALSE
DH DH UW NG AA D ,53.295,6,FALSE
ER Z ,8.216,2,FALSE
